Texte,Nombre_Likes,Nombre_Retweets,Followers_Utilisateur,Utilisateur,Date_Publication,sentiment,score,Sentiment_Label,Sentiment_Score
Un panneau daffichage à Londres après que Rodri ait remporté le Ballon dOr    Estce que Vini Jr Joue au Tennis   ,3530,329,6484,kb_Egzon,Sun Nov 03 19:54:38 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.935937225818634
Bizarrement il aura fallu que le sale nr de Vinicius soit favoris pour le ballon dor pour quon se remette à se pencher sur les joueurs à vocation défensive   ,1681,280,138368,kingchris287,Mon Oct 28 14:57:35 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9784072041511536
Que Vinicius ne prenne pas ce ballon dor est un scandal mais ce qui me fait encore mal cest de savoir que quelquun qui na jamais atteint le niveau de Busquets va prendre un ballon dor   Je déteste Barcelone cest vrai mais si Rodri existe aujourdhui cest grâce à lui  Yako à Busquets    futmrs_ofc,1665,148,247513,luca_varan,Mon Oct 28 14:29:36 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9802389144897461
 Meilleur joueur de Premier League  Foden    Meilleur joueur espagnol de lannée  Yamal    Meilleur joueur de lEuro  Fabian Ruiz    Meilleur joueur de Ligue des Champions  Vinicius    Meilleur joueur du monde  Vinicius    BALLON DOR  RODRI   Encore une fois cest un immense joueur mais en 2024 ce nest pas le meilleur joueur du monde On récompense une symbolique en choisissant Rodri   Un avis noyé dans la mer  ,5285,1517,12117,FootballByOuss,Mon Oct 28 14:34:21 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.8569368720054626
Clarence Seedorf  Je pense quil y a des problèmes entre le Real Madrid et lUEFA ce qui a affecté certaines choses dans les résultats Vinicius Junior est sans aucun doute celui qui mérite le Ballon dOr Cest une honte ,5823,1212,893548,RMadridFrance_,Mon Oct 28 19:57:03 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6857816576957703
Ils ont volé le Ballon dOr au meilleur joueur du monde  Vinicius Junior    ,7084,826,24480,Kenpachi1070,Mon Oct 28 14:17:02 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9257020950317383
Ma théorie vu la claque dhier le ballon dor de Vini serait passé avec moins de hype du côté du Madridisme car ils sont en colère depuis en plus de déjà prendre le ballon dor de Vini pour acquis Là le club en faisant fuiter ces fakes news enlève ce sentiment  dacquis  aux fans et les fait peur de voir Vini ne pas le gagner   Résultat Tout le monde sera attentif Lundi et ça créera une sorte  deffet de suspense  qui avait disparu avant la remise,1262,165,98505,MasianBack,Sun Oct 27 18:33:08 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9775000214576721
Le ballon dor du peuple  Vinicius jr   ,20073,1050,702192,PrimeTimeFUT,Mon Oct 28 22:34:36 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.972299337387085
Ribery sest fait volé son Ballon dor en 2013  ,18705,2351,219426,LeagueTotal,Thu Oct 31 15:00:46 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6485044956207275
Si Vinicius ne prend pas le ballon dor je donne 20 à tout ceux qui like et répondent à ce tweet  faut me follow  ,24312,876,24480,Kenpachi1070,Mon Oct 28 13:16:41 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9839931130409241
Cest toujours quand cest un noir qui doit gagner le ballon dor quon se met à remarquer les joueurs défensifs les gardiens les préparateurs physiques les vigiles etc,13387,3362,1273,E_H_M_D__96,Mon Oct 28 16:50:15 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9656981229782104
Le ballon dor féminin cest comme quand on donne une manette débranché à un petit pour quil la ferme,36992,4548,1044,namekoisvnr,Mon Oct 28 21:22:43 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.6385019421577454
Les seules personnes qui sont contents que rodri soit ballon dor   Les Barcelonais  Les raciste  Et le Manchester de wish,12014,2109,2611,Filipe_Cruz7,Mon Oct 28 16:17:11 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9831299185752869
Si Rodri remporte le Ballon dOr cette année ça sera la preuve que Messi a gagné la plupart de ses Ballons dOr grâce à la corruption,10423,1816,925,bellyrma,Mon Oct 28 18:20:42 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9849551320075989
 Messi a 2 Copa America  Une CDM  8 ballon dor  12 championnats et 4 LDC   ,2750,348,7867,sergetrevorr,Mon Nov 04 21:21:34 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9500570893287659
Vini je le porte pas dans mon cœur mais jaime le football donnez lui son ballon dor il le mérite,846,108,51760,ouldibang,Sun Oct 27 23:24:45 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.9884890913963318
Cest carrément gênant  tout façon cest vini notre ballon dor à nous ,1465,200,12318,Manzala_,Mon Oct 28 21:45:49 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9285140037536621
Si Vini ne se rend pas à la cérémonie du ballon dor cest tellement un manque de respect envers Rodri   Quel personne mauvaise,632,31,26194,Zoro_HDR,Mon Oct 28 16:51:11 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.8006101250648499
Des joueurs comme Nico Williams sont 15 eme au ballon dor pendant que Palmer est 25eme et Rodrygo nest même pas dans le top 30  La folie,6596,1354,6733,Super_advma,Mon Oct 28 17:55:40 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.79861980676651
Nous vivons dans un monde dans lequel Rodri est Ballon dOr mais pas ce Yaya Touré ,5978,1034,18406,Selephanto,Mon Oct 28 21:57:11 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9175845980644226
cérémonie du ballon dor sans les 3 stars actuels du football mondial Mbappé Vinicius et Haaland cest très gênant mdrrr,11604,1674,4369,_mano944,Mon Oct 28 19:54:26 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9901416897773743
CITY CEST 2 DÉFAITES DEPUIS RODRI BALLON DOR ,7596,784,3295,Carvalinho7,Sat Nov 02 16:56:31 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9597065448760986
Yamal va être dans le top 10 ballon dor pendant quà 17 ans je galérais à faire un top 10 sur Fortnite ,2269,154,9235,SidyZer,Sun Oct 27 22:06:45 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.5765007138252258
Gavi qui appelle Vinicius pour lui demander de montrer son ballon dor ,9738,2576,198,rebeuu91_,Mon Oct 28 21:46:42 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9477023482322693
RONALDO A GAGNÉ 5 BALLON DOR SOUS CETTE MAFIA   LE PLUS GRAND EXPLOIT JAMAIS RÉALISÉ DANS LHISTOIRE DU SPORT ,6066,987,3464,FrankoEnDetente,Mon Oct 28 14:42:18 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9012795686721802
Si Vini finit pas ballon dor jcrois cest le meilleur mois doctobre de lhistoire de tout les barcelonais,4698,440,24125,MarshallFCB,Sun Oct 27 18:33:37 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.7129698991775513
Malgré nos rivalités on reste avant tout des fans des football et objectivement Vinicius mérite son ballon dor mais Rodri ne démérite pas aussi Jespère que ça ne va pas laffecter mentalement car jen suis sûr quil aura son ballon dor un jour et on ne doute pas de son talent,329,73,15035,stefano_fcb,Mon Oct 28 21:57:59 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.8910331726074219
 OFFICIEL   VINICIUS NE SERA PAS BALLON DOR  ,1616,176,23852,fcb_shaw,Mon Oct 28 21:44:28 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9864102005958557
Rodri ma fait vibrer la saison passée donc je comprendrai totalement sil était ballon dor devant Vini et Bellingham Ses contrôles ses courses et comment il oriente le jeu à City franchement si jétais un fils de chien cest ce que jaurai dis Vinicius va les insulter stp,5866,1260,13310,miraiijo,Mon Oct 28 15:32:34 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.986125648021698
 FLASH  Kylian Mbappé reçoit le ballon dor pour avoir réussi à tirer en Suède   ,5586,234,169755,Pediavenir,Mon Oct 28 20:39:54 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.5466742515563965
Cest toujours quand cest un noir qui doit gagner le ballon dor quon se met à remarquer les joueurs défensifs les gardiens les préparateurs physiques les vigiles etc,13387,3362,1273,E_H_M_D__96,Mon Oct 28 16:50:15 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9656981229782104
Le ballon dor féminin cest comme quand on donne une manette débranché à un petit pour quil la ferme,36992,4548,1044,namekoisvnr,Mon Oct 28 21:22:43 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.6385019421577454
 Messi a 2 Copa America  Une CDM  8 ballon dor  12 championnats et 4 LDC   ,2750,348,7867,sergetrevorr,Mon Nov 04 21:21:34 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9500570893287659
Cest carrément gênant  tout façon cest vini notre ballon dor à nous ,1465,200,12318,Manzala_,Mon Oct 28 21:45:49 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9285140037536621
Des joueurs comme Nico Williams sont 15 eme au ballon dor pendant que Palmer est 25eme et Rodrygo nest même pas dans le top 30  La folie,6596,1354,6733,Super_advma,Mon Oct 28 17:55:40 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.79861980676651
Nous vivons dans un monde dans lequel Rodri est Ballon dOr mais pas ce Yaya Touré ,5978,1034,18406,Selephanto,Mon Oct 28 21:57:11 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9175845980644226
cérémonie du ballon dor sans les 3 stars actuels du football mondial Mbappé Vinicius et Haaland cest très gênant mdrrr,11604,1674,4369,_mano944,Mon Oct 28 19:54:26 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9901416897773743
CITY CEST 2 DÉFAITES DEPUIS RODRI BALLON DOR ,7596,784,3295,Carvalinho7,Sat Nov 02 16:56:31 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9597065448760986
Si Rodri remporte le Ballon dOr cette année ça sera la preuve que Messi a gagné la plupart de ses Ballons dOr grâce à la corruption,10423,1816,925,bellyrma,Mon Oct 28 18:20:42 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9849551320075989
Yamal va être dans le top 10 ballon dor pendant quà 17 ans je galérais à faire un top 10 sur Fortnite ,2269,154,9235,SidyZer,Sun Oct 27 22:06:45 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.5765007138252258
Gavi qui appelle Vinicius pour lui demander de montrer son ballon dor ,9738,2576,198,rebeuu91_,Mon Oct 28 21:46:42 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9477023482322693
RONALDO A GAGNÉ 5 BALLON DOR SOUS CETTE MAFIA   LE PLUS GRAND EXPLOIT JAMAIS RÉALISÉ DANS LHISTOIRE DU SPORT ,6066,987,3464,FrankoEnDetente,Mon Oct 28 14:42:18 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9012795686721802
Rodri ma fait vibrer la saison passée donc je comprendrai totalement sil était ballon dor devant Vini et Bellingham Ses contrôles ses courses et comment il oriente le jeu à City franchement si jétais un fils de chien cest ce que jaurai dis Vinicius va les insulter stp,5866,1260,13310,miraiijo,Mon Oct 28 15:32:34 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.986125648021698
 FLASH  Kylian Mbappé reçoit le ballon dor pour avoir réussi à tirer en Suède   ,5586,234,169755,Pediavenir,Mon Oct 28 20:39:54 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.5466742515563965
Pour ceux qui nont pas compris Pourquoi Vinicius na pas été ballon dor voici une explication   ,2289,249,247513,luca_varan,Wed Oct 30 11:23:00 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9702581167221069
Vini Ballon dOr dans nos cœurs  ,2426,366,34212,MatsDrawing,Tue Oct 29 16:34:33 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6491879224777222
Tu las peut être perdu ici ton Ballon dOr  ,31451,3288,112084,Loguito6,Mon Oct 28 15:15:05 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.92027747631073
Rodri ballon dor au lieu de Vinicius  toutes les célébrités qui ont réagi au plus gros vol de lhistoire du football   Thread  ,14436,1325,10134,Rizark213,Mon Oct 28 23:19:55 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9528967142105103
Un panneau daffichage à Londres après que Rodri ait remporté le Ballon dOr    Estce que Vini Jr Joue au Tennis   ,3530,329,6484,kb_Egzon,Sun Nov 03 19:54:38 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.935937225818634
Vinicius est vraiment détestable avec ce genre de comportement anti sportif je comprends maintenant pourquoi il na pas gagné le ballon dor  rmadridinfo ,969,94,247513,luca_varan,Wed Oct 30 11:13:05 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9871008396148682
Cest toujours quand cest un noir qui doit gagner le ballon dor quon se met à remarquer les joueurs défensifs les gardiens les préparateurs physiques les vigiles etc,13387,3362,1273,E_H_M_D__96,Mon Oct 28 16:50:15 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9656981229782104
Le ballon dor féminin cest comme quand on donne une manette débranché à un petit pour quil la ferme,36992,4548,1044,namekoisvnr,Mon Oct 28 21:22:43 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.6385019421577454
Cest carrément gênant  tout façon cest vini notre ballon dor à nous ,1465,200,12318,Manzala_,Mon Oct 28 21:45:49 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9285140037536621
Nous vivons dans un monde dans lequel Rodri est Ballon dOr mais pas ce Yaya Touré ,5978,1034,18406,Selephanto,Mon Oct 28 21:57:11 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9175845980644226
Si Rodri remporte le Ballon dOr cette année ça sera la preuve que Messi a gagné la plupart de ses Ballons dOr grâce à la corruption,10423,1816,925,bellyrma,Mon Oct 28 18:20:42 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9849551320075989
Rodri ma fait vibrer la saison passée donc je comprendrai totalement sil était ballon dor devant Vini et Bellingham Ses contrôles ses courses et comment il oriente le jeu à City franchement si jétais un fils de chien cest ce que jaurai dis Vinicius va les insulter stp,5866,1260,13310,miraiijo,Mon Oct 28 15:32:34 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.986125648021698
 FLASH  Kylian Mbappé reçoit le ballon dor pour avoir réussi à tirer en Suède   ,5586,234,169755,Pediavenir,Mon Oct 28 20:39:54 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.5466742515563965
Pour ceux qui nont pas compris Pourquoi Vinicius na pas été ballon dor voici une explication   ,2289,249,247513,luca_varan,Wed Oct 30 11:23:00 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9702581167221069
Rodri ballon dor au lieu de Vinicius  toutes les célébrités qui ont réagi au plus gros vol de lhistoire du football   Thread  ,14436,1325,10134,Rizark213,Mon Oct 28 23:19:55 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9528967142105103
Tu las peut être perdu ici ton Ballon dOr  ,31451,3288,112084,Loguito6,Mon Oct 28 15:15:05 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.92027747631073
Vinicius est vraiment détestable avec ce genre de comportement anti sportif je comprends maintenant pourquoi il na pas gagné le ballon dor  rmadridinfo ,969,94,247513,luca_varan,Wed Oct 30 11:13:05 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9871008396148682
Un panneau daffichage à Londres après que Rodri ait remporté le Ballon dOr    Estce que Vini Jr Joue au Tennis   ,3530,329,6484,kb_Egzon,Sun Nov 03 19:54:38 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.935937225818634
Bizarrement il aura fallu que le sale nr de Vinicius soit favoris pour le ballon dor pour quon se remette à se pencher sur les joueurs à vocation défensive   ,1681,280,138368,kingchris287,Mon Oct 28 14:57:35 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9784072041511536
Que Vinicius ne prenne pas ce ballon dor est un scandal mais ce qui me fait encore mal cest de savoir que quelquun qui na jamais atteint le niveau de Busquets va prendre un ballon dor   Je déteste Barcelone cest vrai mais si Rodri existe aujourdhui cest grâce à lui  Yako à Busquets    futmrs_ofc,1665,148,247513,luca_varan,Mon Oct 28 14:29:36 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9802389144897461
 Meilleur joueur de Premier League  Foden    Meilleur joueur espagnol de lannée  Yamal    Meilleur joueur de lEuro  Fabian Ruiz    Meilleur joueur de Ligue des Champions  Vinicius    Meilleur joueur du monde  Vinicius    BALLON DOR  RODRI   Encore une fois cest un immense joueur mais en 2024 ce nest pas le meilleur joueur du monde On récompense une symbolique en choisissant Rodri   Un avis noyé dans la mer  ,5285,1517,12117,FootballByOuss,Mon Oct 28 14:34:21 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.8569368720054626
Clarence Seedorf  Je pense quil y a des problèmes entre le Real Madrid et lUEFA ce qui a affecté certaines choses dans les résultats Vinicius Junior est sans aucun doute celui qui mérite le Ballon dOr Cest une honte ,5823,1212,893548,RMadridFrance_,Mon Oct 28 19:57:03 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6857816576957703
Ma théorie vu la claque dhier le ballon dor de Vini serait passé avec moins de hype du côté du Madridisme car ils sont en colère depuis en plus de déjà prendre le ballon dor de Vini pour acquis Là le club en faisant fuiter ces fakes news enlève ce sentiment  dacquis  aux fans et les fait peur de voir Vini ne pas le gagner   Résultat Tout le monde sera attentif Lundi et ça créera une sorte  deffet de suspense  qui avait disparu avant la remise,1262,165,98505,MasianBack,Sun Oct 27 18:33:08 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9775000214576721
Ils ont volé le Ballon dOr au meilleur joueur du monde  Vinicius Junior    ,7084,826,24480,Kenpachi1070,Mon Oct 28 14:17:02 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9257020950317383
Ribery sest fait volé son Ballon dor en 2013  ,18705,2351,219426,LeagueTotal,Thu Oct 31 15:00:46 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6485044956207275
Le ballon dor du peuple  Vinicius jr   ,20073,1050,702192,PrimeTimeFUT,Mon Oct 28 22:34:36 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.972299337387085
Cest toujours quand cest un noir qui doit gagner le ballon dor quon se met à remarquer les joueurs défensifs les gardiens les préparateurs physiques les vigiles etc,13387,3362,1273,E_H_M_D__96,Mon Oct 28 16:50:15 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9656981229782104
Le ballon dor féminin cest comme quand on donne une manette débranché à un petit pour quil la ferme,36992,4548,1044,namekoisvnr,Mon Oct 28 21:22:43 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.6385019421577454
Cest carrément gênant  tout façon cest vini notre ballon dor à nous ,1465,200,12318,Manzala_,Mon Oct 28 21:45:49 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9285140037536621
Rodri ma fait vibrer la saison passée donc je comprendrai totalement sil était ballon dor devant Vini et Bellingham Ses contrôles ses courses et comment il oriente le jeu à City franchement si jétais un fils de chien cest ce que jaurai dis Vinicius va les insulter stp,5866,1260,13310,miraiijo,Mon Oct 28 15:32:34 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.986125648021698
 FLASH  Kylian Mbappé reçoit le ballon dor pour avoir réussi à tirer en Suède   ,5586,234,169755,Pediavenir,Mon Oct 28 20:39:54 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.5466742515563965
Pour ceux qui nont pas compris Pourquoi Vinicius na pas été ballon dor voici une explication   ,2289,249,247513,luca_varan,Wed Oct 30 11:23:00 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9702581167221069
Rodri ballon dor au lieu de Vinicius  toutes les célébrités qui ont réagi au plus gros vol de lhistoire du football   Thread  ,14436,1325,10134,Rizark213,Mon Oct 28 23:19:55 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9528967142105103
Tu las peut être perdu ici ton Ballon dOr  ,31451,3288,112084,Loguito6,Mon Oct 28 15:15:05 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.92027747631073
Vinicius est vraiment détestable avec ce genre de comportement anti sportif je comprends maintenant pourquoi il na pas gagné le ballon dor  rmadridinfo ,969,94,247513,luca_varan,Wed Oct 30 11:13:05 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9871008396148682
Un panneau daffichage à Londres après que Rodri ait remporté le Ballon dOr    Estce que Vini Jr Joue au Tennis   ,3530,329,6484,kb_Egzon,Sun Nov 03 19:54:38 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.935937225818634
Bizarrement il aura fallu que le sale nr de Vinicius soit favoris pour le ballon dor pour quon se remette à se pencher sur les joueurs à vocation défensive   ,1681,280,138368,kingchris287,Mon Oct 28 14:57:35 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9784072041511536
Que Vinicius ne prenne pas ce ballon dor est un scandal mais ce qui me fait encore mal cest de savoir que quelquun qui na jamais atteint le niveau de Busquets va prendre un ballon dor   Je déteste Barcelone cest vrai mais si Rodri existe aujourdhui cest grâce à lui  Yako à Busquets    futmrs_ofc,1665,148,247513,luca_varan,Mon Oct 28 14:29:36 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9802389144897461
 Meilleur joueur de Premier League  Foden    Meilleur joueur espagnol de lannée  Yamal    Meilleur joueur de lEuro  Fabian Ruiz    Meilleur joueur de Ligue des Champions  Vinicius    Meilleur joueur du monde  Vinicius    BALLON DOR  RODRI   Encore une fois cest un immense joueur mais en 2024 ce nest pas le meilleur joueur du monde On récompense une symbolique en choisissant Rodri   Un avis noyé dans la mer  ,5285,1517,12117,FootballByOuss,Mon Oct 28 14:34:21 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.8569368720054626
Clarence Seedorf  Je pense quil y a des problèmes entre le Real Madrid et lUEFA ce qui a affecté certaines choses dans les résultats Vinicius Junior est sans aucun doute celui qui mérite le Ballon dOr Cest une honte ,5823,1212,893548,RMadridFrance_,Mon Oct 28 19:57:03 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6857816576957703
Ma théorie vu la claque dhier le ballon dor de Vini serait passé avec moins de hype du côté du Madridisme car ils sont en colère depuis en plus de déjà prendre le ballon dor de Vini pour acquis Là le club en faisant fuiter ces fakes news enlève ce sentiment  dacquis  aux fans et les fait peur de voir Vini ne pas le gagner   Résultat Tout le monde sera attentif Lundi et ça créera une sorte  deffet de suspense  qui avait disparu avant la remise,1262,165,98505,MasianBack,Sun Oct 27 18:33:08 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9775000214576721
Ils ont volé le Ballon dOr au meilleur joueur du monde  Vinicius Junior    ,7084,826,24480,Kenpachi1070,Mon Oct 28 14:17:02 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9257020950317383
Ribery sest fait volé son Ballon dor en 2013  ,18705,2351,219426,LeagueTotal,Thu Oct 31 15:00:46 +0000 2024,NEGATIVE,0.984602689743042,POSITIVE,0.6485044956207275
Le ballon dor du peuple  Vinicius jr   ,20073,1050,702193,PrimeTimeFUT,Mon Oct 28 22:34:36 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.972299337387085
Si Vinicius ne prend pas le ballon dor je donne 20 à tout ceux qui like et répondent à ce tweet  faut me follow  ,24312,876,24480,Kenpachi1070,Mon Oct 28 13:16:41 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.9839931130409241
Depuis que Mbappé est au Real  Bellingham est devenu lateral droit  Rodrygo est remplacant  Vinicius a perdu le Ballon dOr  04 au Clasico  Arda Guler cherche un stage de kebabier  Endrick est bloqué dans une faille spatio temporelle et vit en 1960 On se régale,12323,2086,59685,ArthurMelista,Mon Oct 28 14:21:01 +0000 2024,NEGATIVE,0.984602689743042,NEGATIVE,0.984602689743042
